Time UTC+0;Solar Carport [W];Solar Fixed installation [W]; SolarFlatroof [W];Solar Single panel [W];Solar Tracker [W];Solar Wall (south) [W];Solar Wall (west) [W];LUT Electricity Consumption [W];
2017-03-17 00:00:00;764982;36062;562689;2272;49936;68555;88114;97800000;
2017-03-17 08:00:00;1364178;65051;1092626;4329;109932;125891;194191;137712000;
2017-03-17 16:00:00;665;-717;413;2;-1088;3454;2125;86604000;
2017-03-18 00:00:00;486986;17252;313968;1255;23326;34106;42433;73704000;
2017-03-18 08:00:00;3892499;169897;2356693;9521;223398;316235;387722;79896000;
2017-03-18 16:00:00;7359;-624;4331;19;-1102;3964;2718;79272000;
2017-03-19 00:00:00;1126097;45825;612956;2813;61542;113420;77863;70560000;
2017-03-19 08:00:00;9584140;366873;5304966;27649;665633;1476451;1279035;69636000;
2017-03-19 16:00:00;1411;-811;675;2;-916;3195;2733;81288000;
2017-03-20 00:00:00;1333703;52960;669178;3192;71601;118727;119122;99912000;
2017-03-20 08:00:00;11484433;506514;6496627;35256;957813;2284686;1739954;136920000;
2017-03-20 16:00:00;4648;-673;3172;12;-1138;4625;4514;88716000;
2017-03-21 00:00:00;1028149;35408;503248;2242;47389;84152;67734;106176000;
2017-03-21 08:00:00;6486089;271034;3241319;15754;391949;748746;399123;141312000;
2017-03-21 16:00:00;209;-1146;70;0;-1254;2023;2279;89640000;
2017-03-22 00:00:00;1098765;35420;552542;2179;49170;61421;71861;101640000;
2017-03-22 08:00:00;4688885;170337;2333482;9338;220779;299971;335405;145692000;
2017-03-22 16:00:00;2971;-895;1528;5;-1390;2242;3103;88176000;
2017-03-23 00:00:00;3985963;177227;1174186;14523;514547;882755;95867;95784000;
2017-03-23 08:00:00;18174827;969440;10397563;65972;1666713;4284525;2326087;130368000;
2017-03-23 16:00:00;9104;-1628;5682;23;-605;2097;15918;89964000;
2017-03-24 00:00:00;4309354;190430;1184741;15805;563156;959961;97440;93216000;
2017-03-24 08:00:00;19461755;1036677;11141040;71841;1769642;4521521;2521157;120444000;
2017-03-24 16:00:00;8891;-1923;5558;25;-1074;5406;21735;88584000;
2017-03-25 00:00:00;1522140;45476;713111;3261;58696;115320;116911;74676000;
2017-03-25 08:00:00;5410528;198704;2720656;10699;264288;360242;400943;78696000;
2017-03-25 16:00:00;218;-1581;72;0;-902;4623;3253;77880000;
2017-03-26 00:00:00;1186103;36882;603057;2373;53542;67336;78406;70800000;
2017-03-26 08:00:00;5227377;207687;3172783;13828;394423;802737;1185468;72516000;
2017-03-26 16:00:00;12175;-1950;6505;25;-875;4476;4352;75300000;
2017-03-27 00:00:00;4717210;205014;1292834;16878;582388;1002824;102448;103944000;
2017-03-27 08:00:00;11502683;553377;5798781;34763;775279;1915973;646122;131604000;
2017-03-27 16:00:00;18502;-1419;10349;39;-611;4504;6553;84048000;
2017-03-28 00:00:00;2728904;127781;1089760;9343;215555;407915;138345;104136000;
2017-03-28 08:00:00;9522980;429149;5332799;28031;603474;1583077;1724200;135540000;
2017-03-28 16:00:00;13000;-1797;8220;34;-581;3906;7727;84492000;
2017-03-29 00:00:00;4486648;190833;1575428;14810;483492;804775;152446;107268000;
2017-03-29 08:00:00;11618416;554714;6195485;34660;856874;1991561;1454295;132732000;
2017-03-29 16:00:00;18098;-1406;12101;46;-513;6812;43837;82572000;
2017-03-30 00:00:00;5386024;221363;1575896;17867;618204;1066391;117031;105936000;
2017-03-30 08:00:00;16210279;842989;9164184;50417;1305058;3087882;2245287;131040000;
2017-03-30 16:00:00;21594;-1575;12613;48;-418;5106;10842;87600000;
2017-03-31 00:00:00;2815827;123285;947465;11306;354492;766637;219403;108048000;
2017-03-31 08:00:00;18788206;952533;10055736;58892;1503770;3499028;2251278;119808000;
2017-03-31 16:00:00;40944;-1139;21188;76;58;5806;5649;83700000;
2017-04-01 00:00:00;5290387;210609;1678485;16960;589491;965295;149305;73596000;
2017-04-01 08:00:00;5505375;229532;2847320;13036;315131;613926;359111;83568000;
2017-04-01 16:00:00;57;-1802;46;-1;-1386;3923;3131;80472000;
2017-04-02 00:00:00;3652473;149275;1542991;9533;196291;397040;154323;70620000;
2017-04-02 08:00:00;7573122;301574;3722223;16484;348187;682396;473762;73404000;
2017-04-02 16:00:00;165;-1562;73;-2;-885;4346;4053;80520000;
2017-04-03 00:00:00;887709;42988;608379;2748;66005;85883;92906;112704000;
2017-04-03 08:00:00;7196158;271909;3590029;14223;348669;488450;518905;139680000;
2017-04-03 16:00:00;18158;-1433;9738;35;-906;3928;3254;86340000;
2017-04-04 00:00:00;3438852;147858;1530355;8742;239516;402265;137864;110832000;
2017-04-04 08:00:00;11076208;547490;6101360;26721;818551;1424987;1860244;133932000;
2017-04-04 16:00:00;28304;-518;21102;71;-86;6733;73346;84468000;
2017-04-05 00:00:00;2296740;77152;1132302;4377;105782;141545;135998;110532000;
2017-04-05 08:00:00;2829154;92142;1421595;5282;130468;151235;170406;144648000;
2017-04-05 16:00:00;3216;-1289;1127;6;-1315;3885;3538;84552000;
2017-04-06 00:00:00;2311634;85629;1138657;4648;111488;170141;134001;112704000;
2017-04-06 08:00:00;19475532;1001243;10424848;56512;1415233;3369153;2341647;125808000;
2017-04-06 16:00:00;59847;855;40008;133;1483;9607;107805;85020000;
2017-04-07 00:00:00;4115651;169064;1882208;10007;246891;446927;176736;106668000;
2017-04-07 08:00:00;11247892;482230;5610884;24810;604225;1194299;773872;121956000;
2017-04-07 16:00:00;109991;1242;58060;196;3170;6029;14394;84120000;
2017-04-08 00:00:00;1129159;99708;547184;19388;682047;1122697;167655;77472000;
2017-04-08 08:00:00;17369633;1073939;10656676;58783;1529605;3465178;2456163;70884000;
2017-04-08 16:00:00;72721;862;47393;148;2857;10134;68257;79476000;
2017-04-09 00:00:00;2621534;91495;1296525;5131;121244;178127;162224;73092000;
2017-04-09 08:00:00;14691752;668350;7445542;35888;885042;1963005;1311239;68736000;
2017-04-09 16:00:00;43865;-938;21510;90;113;5404;5123;79368000;
2017-04-10 00:00:00;2595775;95799;1264962;5771;126657;186804;146084;110316000;
2017-04-10 08:00:00;6671240;256169;3344955;15019;335814;499412;570163;139884000;
2017-04-10 16:00:00;92962;821;46627;213;1972;8881;7503;86652000;
2017-04-11 00:00:00;4360182;172354;1861637;10821;270284;432203;197738;107832000;
2017-04-11 08:00:00;10010305;420222;4983079;23764;519938;1039888;785033;137964000;
2017-04-11 16:00:00;69256;-207;34679;163;756;3668;5186;86400000;
2017-04-12 00:00:00;1667028;70851;934791;8761;113133;479455;248619;113676000;
2017-04-12 08:00:00;13607544;674652;7365963;36051;927697;1832732;1881243;136812000;
2017-04-12 16:00:00;148393;2440;82367;334;5641;13447;40949;85152000;
2017-04-13 00:00:00;3939079;145961;1853911;9069;201505;292755;230601;107760000;
2017-04-13 08:00:00;8336917;314953;4167062;18611;402397;594548;699337;131832000;
2017-04-13 16:00:00;266876;7407;154977;621;9792;23712;204081;88488000;
2017-04-14 00:00:00;8194629;360641;2684110;24632;821149;1073282;160570;83844000;
2017-04-14 08:00:00;11869724;493400;5879914;28657;595852;1167921;712002;84660000;
2017-04-14 16:00:00;146026;1924;77959;329;4958;8761;21887;83808000;
2017-04-15 00:00:00;8002052;344492;2560696;23642;770267;1020700;200521;71712000;
2017-04-15 08:00:00;14894752;739602;8007029;39288;1038764;2151451;1679009;73116000;
2017-04-15 16:00:00;182709;3307;100183;409;6111;13797;75309;80484000;
2017-04-16 00:00:00;4370881;168714;2056094;10572;250483;390851;252334;73740000;
2017-04-16 08:00:00;16672660;753918;8330095;41351;913473;2136786;1051496;65028000;
2017-04-16 16:00:00;167120;3038;86165;384;5466;13506;20488;82056000;
2017-04-17 00:00:00;6955830;305599;2705137;18892;506635;804644;261880;87792000;
2017-04-17 08:00:00;13463795;570538;6673227;32475;714890;1394120;988078;87852000;
2017-04-17 16:00:00;226796;4144;115215;506;7830;12896;19004;85452000;
2017-04-18 00:00:00;8464988;365060;3055149;24760;721806;1056434;202576;106908000;
2017-04-18 08:00:00;24801021;1314630;13407702;70577;1805935;3959357;2716303;119388000;
2017-04-18 16:00:00;53869;587;42916;144;1569;11971;185853;77892000;
2017-04-19 00:00:00;8046219;355809;2502798;23728;901084;974063;177188;105648000;
2017-04-19 08:00:00;24117620;1307471;13158894;68911;1806836;3811878;3070284;125172000;
2017-04-19 16:00:00;118175;3868;108612;322;4631;23147;373187;85260000;
2017-04-20 00:00:00;8966961;392621;2938839;25830;930324;1071461;165284;103032000;
2017-04-20 08:00:00;23018177;1110200;11569976;59960;1434305;3337099;1250376;121344000;
2017-04-20 16:00:00;58855;-837;29394;121;154;5817;5479;87612000;
2017-04-21 00:00:00;1327227;76352;793170;5303;129802;175179;193070;109632000;
2017-04-21 08:00:00;13201906;640834;7117020;41222;866288;1555432;1915473;125868000;
2017-04-21 16:00:00;163086;2300;82767;360;4255;11891;15490;84396000;
2017-04-22 00:00:00;6899074;261036;2884417;8741;547011;659432;248868;70428000;
2017-04-22 08:00:00;13041105;635167;6721218;34142;857482;1641418;1281039;75312000;
2017-04-22 16:00:00;189865;5851;160094;822;6265;26870;411517;80184000;
2017-04-23 00:00:00;8921236;368867;2972113;6266;862681;919764;167341;66456000;
2017-04-23 08:00:00;19036426;896581;9649236;45828;1098965;2491903;1232297;64356000;
2017-04-23 16:00:00;227290;4305;121266;611;8700;19669;37471;78600000;
2017-04-24 00:00:00;6637117;304114;2291654;5287;644860;771731;210337;103296000;
2017-04-24 08:00:00;6050899;282682;3486964;17259;244096;617942;762237;137928000;
2017-04-24 16:00:00;107363;1735;78713;414;4083;18249;227150;84516000;
2017-04-25 00:00:00;8348281;349199;3022926;7767;723255;864333;246125;104400000;
2017-04-25 08:00:00;5596359;213661;2763211;10591;273364;437984;326627;138612000;
2017-04-25 16:00:00;67329;-287;33052;135;547;4173;5733;87372000;
2017-04-26 00:00:00;4074610;169843;1875225;6360;226702;362835;189982;109488000;
2017-04-26 08:00:00;10168247;426603;5072484;22653;536938;907799;851671;132252000;
2017-04-26 16:00:00;251300;6579;146513;792;11519;23848;139824;86640000;
2017-04-27 00:00:00;9675554;421433;3370860;10205;847639;1015862;194625;100788000;
2017-04-27 08:00:00;15932764;790964;8361876;41184;1051097;1993858;2015170;126156000;
2017-04-27 16:00:00;184122;3561;117507;363;8355;23625;202469;87672000;
2017-04-28 00:00:00;10151314;443120;3353479;27420;1139251;995079;185601;98232000;
2017-04-28 08:00:00;24911507;1293381;13265773;70902;1702139;3514506;2539579;111060000;
2017-04-28 16:00:00;262297;9982;217692;599;18259;39461;523947;82932000;
2017-04-29 00:00:00;5487298;181299;2257918;10971;592548;387165;312139;71856000;
2017-04-29 08:00:00;4596705;163346;2269467;9104;221459;295964;325516;83364000;
2017-04-29 16:00:00;594;-1639;162;21;-1310;4642;3438;75084000;
2017-04-30 00:00:00;2487543;102984;1366669;5659;133253;191987;154486;59304000;
